customer_id,name,country,industry
C00067,Vestas Offshore,DK,Offshore Wind
C00068,Siemens Energy,DE,Energy
C00069,Siemens Energy,DE,Energy
C00070,Polish State,PL,Government
C00071,ABB Norway,NO,Technology
C00072,Statkraft AS,NO,Energy
C00073,Yara International,NO,Chemicals
C00074,Vestas Offshore,DK,Offshore Wind
C00075,DNV GL,NO,Certification
C00076,Polish State,PL,Government
C00077,Vestas Offshore,DK,Offshore Wind
C00078,Norsk Hydro,NO,Metals
C00079,Aker Solutions,NO,Engineering
C00080,ABB Norway,NO,Technology
C00081,DNV GL,NO,Certification
C00082,Polish State,PL,Government
C00083,Siemens Energy,DE,Energy
C00084,Kongsberg Defence & Aerospace,NO,Defence
C00085,Polish State,PL,Government
C00086,Kongsberg Defence & Aerospace,NO,Defence
C00087,Siemens Energy,DE,Energy
C00088,Aker Solutions,NO,Engineering
C00089,ABB Norway,NO,Technology
C00090,Statkraft AS,NO,Energy
C00091,Polish State,PL,Government
C00092,Yara International,NO,Chemicals
C00093,Siemens Energy,DE,Energy
C00094,Polish State,PL,Government
C00095,Norsk Hydro,NO,Metals
C00096,Aker Solutions,NO,Engineering
C00097,Norsk Hydro,NO,Metals
C00098,Vestas Offshore,DK,Offshore Wind
C00099,ABB Norway,NO,Technology
C00100,Vestas Offshore,DK,Offshore Wind
C00101,Polish State,PL,Government
C00102,DNV GL,NO,Certification
C00103,DNV GL,NO,Certification
C00104,ABB Norway,NO,Technology
C00105,Yara International,NO,Chemicals
C00106,Aker Solutions,NO,Engineering
C00107,Yara International,NO,Chemicals
C00108,Aker Solutions,NO,Engineering
C00109,Siemens Energy,DE,Energy
C00110,Polish State,PL,Government
C00111,Vestas Offshore,DK,Offshore Wind
C00112,DNV GL,NO,Certification
C00113,Norsk Hydro,NO,Metals
C00114,Statkraft AS,NO,Energy
C00115,Kongsberg Defence & Aerospace,NO,Defence
C00116,Statkraft AS,NO,Energy
C00117,Vestas Offshore,DK,Offshore Wind
C00118,Vestas Offshore,DK,Offshore Wind
C00119,Aker Solutions,NO,Engineering
C00120,Yara International,NO,Chemicals
C00121,Statkraft AS,NO,Energy
C00122,Aker Solutions,NO,Engineering
C00123,Aker Solutions,NO,Engineering
C00124,Yara International,NO,Chemicals
C00125,Norsk Hydro,NO,Metals
C00126,DNV GL,NO,Certification
C00127,ABB Norway,NO,Technology
C00128,DNV GL,NO,Certification
C00129,Kongsberg Defence & Aerospace,NO,Defence
C00130,Statkraft AS,NO,Energy
C00131,DNV GL,NO,Certification
C00132,ABB Norway,NO,Technology
C00133,Siemens Energy,DE,Energy
C00134,Statkraft AS,NO,Energy
C00135,ABB Norway,NO,Technology
C00136,Aker Solutions,NO,Engineering
C00137,Vestas Offshore,DK,Offshore Wind
C00138,Norsk Hydro,NO,Metals
C00139,Kongsberg Defence & Aerospace,NO,Defence
C00140,ABB Norway,NO,Technology
C00141,DNV GL,NO,Certification
C00142,Vestas Offshore,DK,Offshore Wind
C00143,DNV GL,NO,Certification
C00144,Statkraft AS,NO,Energy
C00145,ABB Norway,NO,Technology
C00146,DNV GL,NO,Certification
C00147,Yara International,NO,Chemicals
C00148,Polish State,PL,Government
C00149,Vestas Offshore,DK,Offshore Wind
C00150,Siemens Energy,DE,Energy
C00151,Vestas Offshore,DK,Offshore Wind
C00152,DNV GL,NO,Certification
C00153,DNV GL,NO,Certification
C00154,Kongsberg Defence & Aerospace,NO,Defence
C00155,Yara International,NO,Chemicals
C00156,Siemens Energy,DE,Energy
C00157,Norsk Hydro,NO,Metals
C00158,Kongsberg Defence & Aerospace,NO,Defence
C00159,Statkraft AS,NO,Energy
C00160,Siemens Energy,DE,Energy
C00161,ABB Norway,NO,Technology
C00162,Polish State,PL,Government
C00163,Kongsberg Defence & Aerospace,NO,Defence
C00164,Polish State,PL,Government
C00165,Yara International,NO,Chemicals
C00166,Statkraft AS,NO,Energy
C00167,Statkraft AS,NO,Energy
C00168,Norsk Hydro,NO,Metals
C00169,Statkraft AS,NO,Energy
C00170,DNV GL,NO,Certification
C00171,Vestas Offshore,DK,Offshore Wind
C00172,Vestas Offshore,DK,Offshore Wind
C00173,Norsk Hydro,NO,Metals
C00174,DNV GL,NO,Certification
C00175,Vestas Offshore,DK,Offshore Wind
C00176,ABB Norway,NO,Technology
C00177,DNV GL,NO,Certification
C00178,Yara International,NO,Chemicals
C00179,Aker Solutions,NO,Engineering
C00180,Polish State,PL,Government
C00181,DNV GL,NO,Certification
C00182,Polish State,PL,Government
C00183,ABB Norway,NO,Technology
C00184,Aker Solutions,NO,Engineering
C00185,Siemens Energy,DE,Energy
C00186,Norsk Hydro,NO,Metals
C00187,DNV GL,NO,Certification
C00188,Norsk Hydro,NO,Metals
C00189,Statkraft AS,NO,Energy
C00190,Polish State,PL,Government
C00191,Polish State,PL,Government
C00192,Statkraft AS,NO,Energy
C00193,Siemens Energy,DE,Energy
C00194,Kongsberg Defence & Aerospace,NO,Defence
C00195,Yara International,NO,Chemicals
C00196,DNV GL,NO,Certification
C00197,Polish State,PL,Government
C00198,Yara International,NO,Chemicals
C00199,Polish State,PL,Government
C00200,Kongsberg Defence & Aerospace,NO,Defence
C00201,Statkraft AS,NO,Energy
C00202,Kongsberg Defence & Aerospace,NO,Defence
C00203,Polish State,PL,Government
C00204,Statkraft AS,NO,Energy
C00205,Kongsberg Defence & Aerospace,NO,Defence
C00206,Siemens Energy,DE,Energy
C00207,Statkraft AS,NO,Energy
C00208,DNV GL,NO,Certification
C00209,Polish State,PL,Government
C00210,ABB Norway,NO,Technology
C00211,Norsk Hydro,NO,Metals
C00212,Polish State,PL,Government
C00213,DNV GL,NO,Certification
C00214,Vestas Offshore,DK,Offshore Wind
C00215,Yara International,NO,Chemicals
C00216,Yara International,NO,Chemicals
C00217,Norsk Hydro,NO,Metals
C00218,Polish State,PL,Government
C00219,Norsk Hydro,NO,Metals
C00220,Aker Solutions,NO,Engineering
C00221,Polish State,PL,Government
C00222,Statkraft AS,NO,Energy
C00223,Statkraft AS,NO,Energy
C00224,Aker Solutions,NO,Engineering
C00225,Siemens Energy,DE,Energy
C00226,Aker Solutions,NO,Engineering
C00227,Aker Solutions,NO,Engineering
C00228,Norsk Hydro,NO,Metals
C00229,Kongsberg Defence & Aerospace,NO,Defence
C00230,Statkraft AS,NO,Energy
C00231,Kongsberg Defence & Aerospace,NO,Defence
C00232,Aker Solutions,NO,Engineering
C00233,Siemens Energy,DE,Energy
C00234,Statkraft AS,NO,Energy
C00235,Polish State,PL,Government
C00236,Polish State,PL,Government
C00237,Polish State,PL,Government
C00238,DNV GL,NO,Certification
C00239,Norsk Hydro,NO,Metals
C00240,Vestas Offshore,DK,Offshore Wind
C00241,Aker Solutions,NO,Engineering
C00242,Vestas Offshore,DK,Offshore Wind
C00243,ABB Norway,NO,Technology
C00244,Norsk Hydro,NO,Metals
C00245,Polish State,PL,Government
C00246,Statkraft AS,NO,Energy
C00247,Norsk Hydro,NO,Metals
C00248,DNV GL,NO,Certification
C00249,Statkraft AS,NO,Energy
C00250,Kongsberg Defence & Aerospace,NO,Defence
C00251,DNV GL,NO,Certification
C00252,Kongsberg Defence & Aerospace,NO,Defence
C00253,Statkraft AS,NO,Energy
C00254,Polish State,PL,Government
C00255,Vestas Offshore,DK,Offshore Wind
C00256,Aker Solutions,NO,Engineering
C00257,Norsk Hydro,NO,Metals
C00258,Norsk Hydro,NO,Metals
C00259,Polish State,PL,Government
C00260,Aker Solutions,NO,Engineering
C00261,Kongsberg Defence & Aerospace,NO,Defence
C00262,Vestas Offshore,DK,Offshore Wind
C00263,Aker Solutions,NO,Engineering
C00264,Kongsberg Defence & Aerospace,NO,Defence
C00265,Aker Solutions,NO,Engineering
C00266,ABB Norway,NO,Technology
C00267,Norsk Hydro,NO,Metals
C00268,ABB Norway,NO,Technology
C00269,Aker Solutions,NO,Engineering
C00270,DNV GL,NO,Certification
C00271,Norsk Hydro,NO,Metals
C00272,Vestas Offshore,DK,Offshore Wind
C00273,Polish State,PL,Government
C00274,ABB Norway,NO,Technology
C00275,Polish State,PL,Government
C00276,Kongsberg Defence & Aerospace,NO,Defence
C00277,Yara International,NO,Chemicals
C00278,DNV GL,NO,Certification
C00279,Kongsberg Defence & Aerospace,NO,Defence
C00280,Siemens Energy,DE,Energy
C00281,Kongsberg Defence & Aerospace,NO,Defence
C00282,Kongsberg Defence & Aerospace,NO,Defence
C00283,Yara International,NO,Chemicals
C00284,Norsk Hydro,NO,Metals
C00285,DNV GL,NO,Certification
C00286,DNV GL,NO,Certification
C00287,Vestas Offshore,DK,Offshore Wind
C00288,Kongsberg Defence & Aerospace,NO,Defence
C00289,DNV GL,NO,Certification
C00290,Statkraft AS,NO,Energy
C00291,Vestas Offshore,DK,Offshore Wind
C00292,Statkraft AS,NO,Energy
C00293,Yara International,NO,Chemicals
C00294,Statkraft AS,NO,Energy
C00295,Polish State,PL,Government
C00296,Aker Solutions,NO,Engineering
C00297,Statkraft AS,NO,Energy
C00298,Yara International,NO,Chemicals
C00299,Polish State,PL,Government
C00300,Yara International,NO,Chemicals
C00301,Yara International,NO,Chemicals
C00302,Kongsberg Defence & Aerospace,NO,Defence
C00303,Yara International,NO,Chemicals
C00304,Statkraft AS,NO,Energy
C00305,Aker Solutions,NO,Engineering
C00306,Yara International,NO,Chemicals
C00307,Yara International,NO,Chemicals
C00308,DNV GL,NO,Certification
C00309,Siemens Energy,DE,Energy
C00310,ABB Norway,NO,Technology
C00311,Polish State,PL,Government
C00312,Siemens Energy,DE,Energy
C00313,Polish State,PL,Government
C00314,ABB Norway,NO,Technology
C00315,Aker Solutions,NO,Engineering
C00316,Vestas Offshore,DK,Offshore Wind
C00317,ABB Norway,NO,Technology
C00318,Norsk Hydro,NO,Metals
C00319,Siemens Energy,DE,Energy
C00320,Statkraft AS,NO,Energy
C00321,Kongsberg Defence & Aerospace,NO,Defence
C00322,Norsk Hydro,NO,Metals
C00323,Yara International,NO,Chemicals
C00324,Yara International,NO,Chemicals
C00325,Statkraft AS,NO,Energy
C00326,Statkraft AS,NO,Energy
C00327,DNV GL,NO,Certification
C00328,Polish State,PL,Government
C00329,DNV GL,NO,Certification
C00330,ABB Norway,NO,Technology
C00331,Vestas Offshore,DK,Offshore Wind
C00332,Siemens Energy,DE,Energy
C00333,Statkraft AS,NO,Energy
C00334,Polish State,PL,Government
C00335,Siemens Energy,DE,Energy
C00336,ABB Norway,NO,Technology
C00337,Vestas Offshore,DK,Offshore Wind
C00338,Norsk Hydro,NO,Metals
C00339,DNV GL,NO,Certification
C00340,ABB Norway,NO,Technology
C00341,Yara International,NO,Chemicals
C00342,DNV GL,NO,Certification
C00343,Kongsberg Defence & Aerospace,NO,Defence
C00344,DNV GL,NO,Certification
C00345,ABB Norway,NO,Technology
C00346,Statkraft AS,NO,Energy
C00347,Vestas Offshore,DK,Offshore Wind
C00348,ABB Norway,NO,Technology
C00349,Statkraft AS,NO,Energy
C00350,Statkraft AS,NO,Energy
C00351,DNV GL,NO,Certification
C00352,Vestas Offshore,DK,Offshore Wind
C00353,ABB Norway,NO,Technology
C00354,ABB Norway,NO,Technology
C00355,Yara International,NO,Chemicals
C00356,Polish State,PL,Government
C00357,Siemens Energy,DE,Energy
C00358,Polish State,PL,Government
C00359,ABB Norway,NO,Technology
C00360,DNV GL,NO,Certification
C00361,Norsk Hydro,NO,Metals
C00362,ABB Norway,NO,Technology
C00363,Kongsberg Defence & Aerospace,NO,Defence
C00364,Statkraft AS,NO,Energy
C00365,Aker Solutions,NO,Engineering
C00366,ABB Norway,NO,Technology
C00367,Kongsberg Defence & Aerospace,NO,Defence
C00368,Kongsberg Defence & Aerospace,NO,Defence
C00369,Siemens Energy,DE,Energy
C00370,Vestas Offshore,DK,Offshore Wind
C00371,ABB Norway,NO,Technology
C00372,Vestas Offshore,DK,Offshore Wind
C00373,Norsk Hydro,NO,Metals
C00374,DNV GL,NO,Certification
C00375,Aker Solutions,NO,Engineering
C00376,DNV GL,NO,Certification
C00377,Kongsberg Defence & Aerospace,NO,Defence
C00378,Statkraft AS,NO,Energy
C00379,Statkraft AS,NO,Energy
C00380,Vestas Offshore,DK,Offshore Wind
C00381,DNV GL,NO,Certification
C00382,Kongsberg Defence & Aerospace,NO,Defence
C00383,Siemens Energy,DE,Energy
C00384,Yara International,NO,Chemicals
C00385,DNV GL,NO,Certification
C00386,Vestas Offshore,DK,Offshore Wind
C00387,Aker Solutions,NO,Engineering
C00388,Vestas Offshore,DK,Offshore Wind
C00389,Kongsberg Defence & Aerospace,NO,Defence
C00390,ABB Norway,NO,Technology
C00391,Siemens Energy,DE,Energy
C00392,Kongsberg Defence & Aerospace,NO,Defence
C00393,Siemens Energy,DE,Energy
C00394,Polish State,PL,Government
C00395,Polish State,PL,Government
C00396,Statkraft AS,NO,Energy
C00397,Siemens Energy,DE,Energy
C00398,DNV GL,NO,Certification
C00399,Aker Solutions,NO,Engineering
C00400,Yara International,NO,Chemicals
C00401,Vestas Offshore,DK,Offshore Wind
C00402,Polish State,PL,Government
C00403,Vestas Offshore,DK,Offshore Wind
C00404,Vestas Offshore,DK,Offshore Wind
C00405,Aker Solutions,NO,Engineering
C00406,Kongsberg Defence & Aerospace,NO,Defence
C00407,Vestas Offshore,DK,Offshore Wind
C00408,Siemens Energy,DE,Energy
C00409,Aker Solutions,NO,Engineering
C00410,Polish State,PL,Government
C00411,ABB Norway,NO,Technology
C00412,Vestas Offshore,DK,Offshore Wind
C00413,Statkraft AS,NO,Energy
C00414,Aker Solutions,NO,Engineering
C00415,Kongsberg Defence & Aerospace,NO,Defence
C00416,Norsk Hydro,NO,Metals
C00417,Polish State,PL,Government
C00418,Polish State,PL,Government
C00419,Norsk Hydro,NO,Metals
C00420,Siemens Energy,DE,Energy
C00421,ABB Norway,NO,Technology
C00422,Polish State,PL,Government
C00423,Polish State,PL,Government
C00424,Kongsberg Defence & Aerospace,NO,Defence
C00425,Polish State,PL,Government
C00426,Aker Solutions,NO,Engineering
C00427,Siemens Energy,DE,Energy
C00428,ABB Norway,NO,Technology
C00429,Statkraft AS,NO,Energy
C00430,ABB Norway,NO,Technology
C00431,Siemens Energy,DE,Energy
C00432,DNV GL,NO,Certification
C00433,Aker Solutions,NO,Engineering
C00434,DNV GL,NO,Certification
C00435,Siemens Energy,DE,Energy
C00436,Kongsberg Defence & Aerospace,NO,Defence
C00437,Statkraft AS,NO,Energy
C00438,ABB Norway,NO,Technology
C00439,Vestas Offshore,DK,Offshore Wind
C00440,Yara International,NO,Chemicals
C00441,ABB Norway,NO,Technology
C00442,Kongsberg Defence & Aerospace,NO,Defence
C00443,Statkraft AS,NO,Energy
C00444,Yara International,NO,Chemicals
C00445,Aker Solutions,NO,Engineering
C00446,Siemens Energy,DE,Energy
C00447,Siemens Energy,DE,Energy
C00448,Aker Solutions,NO,Engineering
C00449,Yara International,NO,Chemicals
C00450,DNV GL,NO,Certification
C00451,Statkraft AS,NO,Energy
C00452,Aker Solutions,NO,Engineering
C00453,Yara International,NO,Chemicals
C00454,Polish State,PL,Government
C00455,ABB Norway,NO,Technology
C00456,Kongsberg Defence & Aerospace,NO,Defence
C00457,Aker Solutions,NO,Engineering
C00458,Kongsberg Defence & Aerospace,NO,Defence
C00459,DNV GL,NO,Certification
C00460,DNV GL,NO,Certification
C00461,Polish State,PL,Government
C00462,Siemens Energy,DE,Energy
C00463,Aker Solutions,NO,Engineering
C00464,Statkraft AS,NO,Energy
C00465,Siemens Energy,DE,Energy
C00466,Yara International,NO,Chemicals
C00467,Siemens Energy,DE,Energy
C00468,Statkraft AS,NO,Energy
C00469,ABB Norway,NO,Technology
C00470,DNV GL,NO,Certification
C00471,ABB Norway,NO,Technology
C00472,Aker Solutions,NO,Engineering
C00473,Siemens Energy,DE,Energy
C00474,Aker Solutions,NO,Engineering
C00475,ABB Norway,NO,Technology
C00476,DNV GL,NO,Certification
C00477,Vestas Offshore,DK,Offshore Wind
C00478,Polish State,PL,Government
C00479,Aker Solutions,NO,Engineering
C00480,Aker Solutions,NO,Engineering
C00481,Vestas Offshore,DK,Offshore Wind
C00482,Yara International,NO,Chemicals
C00483,Yara International,NO,Chemicals
C00484,ABB Norway,NO,Technology
C00485,Aker Solutions,NO,Engineering
C00486,DNV GL,NO,Certification
C00487,Kongsberg Defence & Aerospace,NO,Defence
C00488,ABB Norway,NO,Technology
C00489,ABB Norway,NO,Technology
C00490,Polish State,PL,Government
C00491,Aker Solutions,NO,Engineering
C00492,Yara International,NO,Chemicals
C00493,Yara International,NO,Chemicals
C00494,Siemens Energy,DE,Energy
C00495,Norsk Hydro,NO,Metals
C00496,Norsk Hydro,NO,Metals
C00497,Norsk Hydro,NO,Metals
C00498,Polish State,PL,Government
C00499,DNV GL,NO,Certification
C00500,Norsk Hydro,NO,Metals
C00501,Vestas Offshore,DK,Offshore Wind
C00502,Statkraft AS,NO,Energy
C00503,ABB Norway,NO,Technology
C00504,DNV GL,NO,Certification
C00505,Yara International,NO,Chemicals
C00506,Siemens Energy,DE,Energy
C00507,Statkraft AS,NO,Energy
C00508,Polish State,PL,Government
C00509,ABB Norway,NO,Technology
C00510,Polish State,PL,Government
C00511,Polish State,PL,Government
C00512,Vestas Offshore,DK,Offshore Wind
C00513,Kongsberg Defence & Aerospace,NO,Defence
C00514,Kongsberg Defence & Aerospace,NO,Defence
C00515,Polish State,PL,Government
C00516,Norsk Hydro,NO,Metals
C00517,Yara International,NO,Chemicals
C00518,Statkraft AS,NO,Energy
C00519,Norsk Hydro,NO,Metals
C00520,Aker Solutions,NO,Engineering
C00521,Yara International,NO,Chemicals
C00522,Polish State,PL,Government
C00523,Aker Solutions,NO,Engineering
C00524,Norsk Hydro,NO,Metals
C00525,Aker Solutions,NO,Engineering
C00526,Polish State,PL,Government
C00527,Vestas Offshore,DK,Offshore Wind
C00528,Kongsberg Defence & Aerospace,NO,Defence
C00529,Statkraft AS,NO,Energy
C00530,Aker Solutions,NO,Engineering
C00531,Polish State,PL,Government
C00532,Vestas Offshore,DK,Offshore Wind
C00533,DNV GL,NO,Certification
C00534,Norsk Hydro,NO,Metals
C00535,Kongsberg Defence & Aerospace,NO,Defence
C00536,DNV GL,NO,Certification
C00537,Polish State,PL,Government
C00538,Statkraft AS,NO,Energy
C00539,Norsk Hydro,NO,Metals
C00540,Vestas Offshore,DK,Offshore Wind
C00541,Norsk Hydro,NO,Metals
C00542,DNV GL,NO,Certification
C00543,DNV GL,NO,Certification
C00544,Yara International,NO,Chemicals
C00545,Siemens Energy,DE,Energy
C00546,Norsk Hydro,NO,Metals
C00547,Yara International,NO,Chemicals
C00548,DNV GL,NO,Certification
C00549,Aker Solutions,NO,Engineering
C00550,DNV GL,NO,Certification
C00551,Norsk Hydro,NO,Metals
C00552,Vestas Offshore,DK,Offshore Wind
C00553,Norsk Hydro,NO,Metals
C00554,Norsk Hydro,NO,Metals
C00555,ABB Norway,NO,Technology
C00556,Polish State,PL,Government
C00557,ABB Norway,NO,Technology
C00558,DNV GL,NO,Certification
C00559,Norsk Hydro,NO,Metals
C00560,Polish State,PL,Government
C00561,ABB Norway,NO,Technology
C00562,Norsk Hydro,NO,Metals
C00563,Statkraft AS,NO,Energy
C00564,ABB Norway,NO,Technology
C00565,Polish State,PL,Government
C00566,ABB Norway,NO,Technology
C00567,Siemens Energy,DE,Energy
C00568,Siemens Energy,DE,Energy
C00569,DNV GL,NO,Certification
C00570,Statkraft AS,NO,Energy
C00571,Vestas Offshore,DK,Offshore Wind
C00572,Vestas Offshore,DK,Offshore Wind
C00573,Polish State,PL,Government
C00574,Aker Solutions,NO,Engineering
C00575,Vestas Offshore,DK,Offshore Wind
C00576,Polish State,PL,Government
C00577,Statkraft AS,NO,Energy
C00578,Aker Solutions,NO,Engineering
C00579,Aker Solutions,NO,Engineering
C00580,Siemens Energy,DE,Energy
C00581,DNV GL,NO,Certification
C00582,Norsk Hydro,NO,Metals
C00583,Aker Solutions,NO,Engineering
C00584,Kongsberg Defence & Aerospace,NO,Defence
C00585,Polish State,PL,Government
C00586,Aker Solutions,NO,Engineering
C00587,Aker Solutions,NO,Engineering
C00588,Yara International,NO,Chemicals
C00589,Kongsberg Defence & Aerospace,NO,Defence
C00590,Yara International,NO,Chemicals
C00591,Aker Solutions,NO,Engineering
C00592,Norsk Hydro,NO,Metals
C00593,Kongsberg Defence & Aerospace,NO,Defence
C00594,Siemens Energy,DE,Energy
C00595,ABB Norway,NO,Technology
C00596,Aker Solutions,NO,Engineering
C00597,Aker Solutions,NO,Engineering
C00598,DNV GL,NO,Certification
C00599,DNV GL,NO,Certification
C00600,Yara International,NO,Chemicals
C00601,Polish State,PL,Government
C00602,Norsk Hydro,NO,Metals
C00603,Polish State,PL,Government
C00604,ABB Norway,NO,Technology
C00605,Aker Solutions,NO,Engineering
C00606,Norsk Hydro,NO,Metals
C00607,Kongsberg Defence & Aerospace,NO,Defence
C00608,Aker Solutions,NO,Engineering
C00609,Siemens Energy,DE,Energy
C00610,Aker Solutions,NO,Engineering
C00611,Vestas Offshore,DK,Offshore Wind
C00612,Norsk Hydro,NO,Metals
C00613,Vestas Offshore,DK,Offshore Wind
C00614,Yara International,NO,Chemicals
C00615,DNV GL,NO,Certification
C00616,Kongsberg Defence & Aerospace,NO,Defence
C00617,Aker Solutions,NO,Engineering
C00618,Yara International,NO,Chemicals
C00619,Yara International,NO,Chemicals
C00620,Kongsberg Defence & Aerospace,NO,Defence
C00621,Statkraft AS,NO,Energy
C00622,Aker Solutions,NO,Engineering
C00623,Vestas Offshore,DK,Offshore Wind
C00624,Norsk Hydro,NO,Metals
C00625,Vestas Offshore,DK,Offshore Wind
C00626,Kongsberg Defence & Aerospace,NO,Defence
C00627,ABB Norway,NO,Technology
C00628,Aker Solutions,NO,Engineering
C00629,Siemens Energy,DE,Energy
C00630,Polish State,PL,Government
C00631,Norsk Hydro,NO,Metals
C00632,Siemens Energy,DE,Energy
C00633,Siemens Energy,DE,Energy
C00634,Aker Solutions,NO,Engineering
C00635,ABB Norway,NO,Technology
C00636,Aker Solutions,NO,Engineering
C00637,ABB Norway,NO,Technology
C00638,Statkraft AS,NO,Energy
C00639,Norsk Hydro,NO,Metals
C00640,Kongsberg Defence & Aerospace,NO,Defence
C00641,DNV GL,NO,Certification
C00642,Kongsberg Defence & Aerospace,NO,Defence
C00643,Siemens Energy,DE,Energy
C00644,Polish State,PL,Government
C00645,Statkraft AS,NO,Energy
C00646,Kongsberg Defence & Aerospace,NO,Defence
C00647,Kongsberg Defence & Aerospace,NO,Defence
C00648,Polish State,PL,Government
C00649,Polish State,PL,Government
C00650,Kongsberg Defence & Aerospace,NO,Defence
C00651,Yara International,NO,Chemicals
C00652,Vestas Offshore,DK,Offshore Wind
C00653,Polish State,PL,Government
C00654,Vestas Offshore,DK,Offshore Wind
C00655,Norsk Hydro,NO,Metals
C00656,Statkraft AS,NO,Energy
C00657,Yara International,NO,Chemicals
C00658,Polish State,PL,Government
C00659,Norsk Hydro,NO,Metals
C00660,ABB Norway,NO,Technology
C00661,Siemens Energy,DE,Energy
C00662,Vestas Offshore,DK,Offshore Wind
C00663,Yara International,NO,Chemicals
C00664,Yara International,NO,Chemicals
C00665,Statkraft AS,NO,Energy
C00666,Vestas Offshore,DK,Offshore Wind
C00667,ABB Norway,NO,Technology
C00668,Statkraft AS,NO,Energy
C00669,Yara International,NO,Chemicals
C00670,Kongsberg Defence & Aerospace,NO,Defence
C00671,ABB Norway,NO,Technology
C00672,Yara International,NO,Chemicals
C00673,Aker Solutions,NO,Engineering
C00674,Aker Solutions,NO,Engineering
C00675,Polish State,PL,Government
C00676,Statkraft AS,NO,Energy
C00677,Yara International,NO,Chemicals
C00678,Polish State,PL,Government
C00679,Statkraft AS,NO,Energy
C00680,ABB Norway,NO,Technology
C00681,Yara International,NO,Chemicals
C00682,Statkraft AS,NO,Energy
C00683,Yara International,NO,Chemicals
C00684,Kongsberg Defence & Aerospace,NO,Defence
C00685,Siemens Energy,DE,Energy
C00686,DNV GL,NO,Certification
C00687,Aker Solutions,NO,Engineering
C00688,Siemens Energy,DE,Energy
C00689,Statkraft AS,NO,Energy
C00690,DNV GL,NO,Certification
C00691,Siemens Energy,DE,Energy
C00692,Kongsberg Defence & Aerospace,NO,Defence
C00693,Aker Solutions,NO,Engineering
C00694,Norsk Hydro,NO,Metals
C00695,Statkraft AS,NO,Energy
C00696,Aker Solutions,NO,Engineering
C00697,Siemens Energy,DE,Energy
C00698,Norsk Hydro,NO,Metals
C00699,Vestas Offshore,DK,Offshore Wind
C00700,Aker Solutions,NO,Engineering
C00701,Vestas Offshore,DK,Offshore Wind
C00702,DNV GL,NO,Certification
C00703,ABB Norway,NO,Technology
C00704,Yara International,NO,Chemicals
C00705,DNV GL,NO,Certification
C00706,Norsk Hydro,NO,Metals
C00707,Norsk Hydro,NO,Metals
C00708,Aker Solutions,NO,Engineering
C00709,Yara International,NO,Chemicals
C00710,ABB Norway,NO,Technology
C00711,Siemens Energy,DE,Energy
C00712,Polish State,PL,Government
C00713,Statkraft AS,NO,Energy
C00714,ABB Norway,NO,Technology
C00715,Norsk Hydro,NO,Metals
C00716,Polish State,PL,Government
